module,metric,mean,std
EmergencyLaneScenario.node[34].nic.mac1609_4,sentPackets:count,31.0,0.0
EmergencyLaneScenario.node[2].nic.mac1609_4,TooLittleTime,0.0,0.0
EmergencyLaneScenario.node[1].nic.mac1609_4,channelBusy:timeavg,0.00104425,0.00147679251251
EmergencyLaneScenario.node[27].veinsmobility,totalDistance,1320.64092259,0.0
EmergencyLaneScenario.node[3].appl,emergencyMessagesReceived,0.5,0.707106781187
EmergencyLaneScenario.node[22].nic.mac1609_4,channelBusy:timeavg,0.00267009493671,0.0
EmergencyLaneScenario.node[12].veinsmobility,totalTime,37.2,0.0
EmergencyLaneScenario.node[4].appl,emergencyMessagesReceived,0.5,0.707106781187
EmergencyLaneScenario.node[7].nic.mac1609_4,retriesExceeded:count,0.0,0.0
EmergencyLaneScenario.node[0].nic.mac1609_4,TotalLostPackets,0.0,0.0
EmergencyLaneScenario.node[29].appl,receivedWSMs,0.0,0.0
EmergencyLaneScenario.node[22].veinsmobility,totalTime,31.2,0.0
EmergencyLaneScenario.rsu[1].appl,totalEmergencyDuration,0.0,0.0
EmergencyLaneScenario.node[25].veinsmobility,totalTime,20.4,0.0
EmergencyLaneScenario.node[0].veinsmobility,totalDistance,214.415908083,106.202194958
EmergencyLaneScenario.node[13].nic.mac1609_4,DroppedPacketsInMac,0.0,0.0
EmergencyLaneScenario.node[13].appl,receivedWSMs,9.0,0.0
EmergencyLaneScenario.node[5].nic.mac1609_4,TotalLostPackets,4.0,5.65685424949
EmergencyLaneScenario.node[28].nic.mac1609_4,RXTXLostPackets,0.0,0.0
EmergencyLaneScenario.node[6].nic.mac1609_4,TotalLostPackets,0.0,0.0
EmergencyLaneScenario.node[3].nic.mac1609_4,SlotsBackoff,58.5,82.7314933988
EmergencyLaneScenario.node[1].nic.mac1609_4,NumInternalContention,0.0,0.0
EmergencyLaneScenario.node[10].appl,emergencyMessagesReceived,1.0,0.0
EmergencyLaneScenario.node[18].appl,generatedWSMs,0.0,0.0
EmergencyLaneScenario.node[29].nic.mac1609_4,DroppedPacketsInMac,0.0,0.0
EmergencyLaneScenario.node[19].nic.mac1609_4,NumInternalContention,0.0,0.0
EmergencyLaneScenario.node[21].veinsmobility,totalCO2Emission,227.274522797,0.0
EmergencyLaneScenario.node[23].nic.mac1609_4,sentAcks:count,0.0,0.0
EmergencyLaneScenario.node[32].appl,generatedWSMs,0.0,0.0
EmergencyLaneScenario.node[21].nic.phy80211p,busyTime,0.001373125,0.0
EmergencyLaneScenario.node[7].appl,laneChangesPerformed,0.0,0.0
EmergencyLaneScenario.node[18].nic.mac1609_4,SlotsBackoff,44.0,0.0
EmergencyLaneScenario.node[25].nic.mac1609_4,RXTXLostPackets,0.0,0.0
EmergencyLaneScenario.node[14].veinsmobility,stopTime,72.8,0.0
EmergencyLaneScenario.node[13].appl,laneChangesPerformed,0.0,0.0
EmergencyLaneScenario.node[4].nic.mac1609_4,NumInternalContention,0.0,0.0
EmergencyLaneScenario.node[2].veinsmobility,maxSpeed,14.189237261,0.523645550465
EmergencyLaneScenario.node[3].veinsmobility,maxSpeed,14.0816080103,0.309706556498
EmergencyLaneScenario.node[17].nic.mac1609_4,SentPackets,19.0,0.0
EmergencyLaneScenario.node[26].nic.mac1609_4,SentAcknowledgements,0.0,0.0
EmergencyLaneScenario.node[32].nic.mac1609_4,retriesExceeded:count,0.0,0.0
EmergencyLaneScenario.node[29].nic.mac1609_4,TooLittleTime,0.0,0.0
EmergencyLaneScenario.node[5].nic.mac1609_4,SlotsBackoff,65.5,92.6309883354
EmergencyLaneScenario.node[22].veinsmobility,totalDistance,533.739409045,0.0
EmergencyLaneScenario.node[9].nic.mac1609_4,TotalLostPackets,1.0,1.41421356237
EmergencyLaneScenario.node[4].nic.mac1609_4,totalBusyTime,0.0823705,0.116489478239
EmergencyLaneScenario.node[1].veinsmobility,maxSpeed,14.692372406,1.13488769795
EmergencyLaneScenario.node[28].nic.mac1609_4,retriesExceeded:count,0.0,0.0
EmergencyLaneScenario.node[19].nic.mac1609_4,TooLittleTime,0.0,0.0
EmergencyLaneScenario.node[20].nic.mac1609_4,TotalLostPackets,0.0,0.0
EmergencyLaneScenario.node[17].nic.mac1609_4,ReceivedBroadcasts,417.0,0.0
EmergencyLaneScenario.node[12].nic.mac1609_4,totalBusyTime,0.09411,0.0
EmergencyLaneScenario.node[13].nic.mac1609_4,RXTXLostPackets,0.0,0.0
EmergencyLaneScenario.node[16].nic.mac1609_4,SentPackets,30.0,0.0
EmergencyLaneScenario.node[25].nic.mac1609_4,RetriesExceeded,0.0,0.0
EmergencyLaneScenario.node[34].veinsmobility,minSpeed,0.0,0.0
EmergencyLaneScenario.node[25].nic.mac1609_4,NumInternalContention,0.0,0.0
EmergencyLaneScenario.node[17].veinsmobility,totalCO2Emission,38.9568645492,0.0
EmergencyLaneScenario.node[23].veinsmobility,totalCO2Emission,66.6933011365,0.0
EmergencyLaneScenario.node[21].appl,generatedBSMs,90.0,0.0
EmergencyLaneScenario.rsu[1].nic.mac1609_4,TimesIntoBackoff,0.0,0.0
EmergencyLaneScenario.node[23].veinsmobility,totalDistance,119.826869629,0.0
EmergencyLaneScenario.node[18].veinsmobility,minSpeed,0.981560482446,0.0
EmergencyLaneScenario.node[7].appl,avgResponseTime,203.000134671,0.0
EmergencyLaneScenario.rsu[1].appl,vehiclesServed,0.0,0.0
EmergencyLaneScenario.node[2].appl,emergencyMessagesReceived,0.5,0.707106781187
EmergencyLaneScenario.rsu[1].nic.mac1609_4,TooLittleTime,0.0,0.0
EmergencyLaneScenario.node[25].nic.mac1609_4,ReceivedUnicastPackets,0.0,0.0
EmergencyLaneScenario.node[28].veinsmobility,startTime,36.4,0.0
EmergencyLaneScenario.node[11].nic.mac1609_4,RXTXLostPackets,0.0,0.0
EmergencyLaneScenario.node[8].nic.mac1609_4,totalBusyTime,0.0614305,0.0868758462434
EmergencyLaneScenario.node[14].veinsmobility,minSpeed,0.0,0.0
EmergencyLaneScenario.node[6].veinsmobility,startTime,10.75,6.15182899632
EmergencyLaneScenario.node[9].nic.mac1609_4,SentPackets,16.0,22.627416998
EmergencyLaneScenario.node[1].nic.mac1609_4,SentAcknowledgements,0.0,0.0
EmergencyLaneScenario.node[4].nic.mac1609_4,SNIRLostPackets,4.5,6.36396103068
EmergencyLaneScenario.node[29].appl,emergencyMessagesReceived,0.0,0.0
EmergencyLaneScenario.node[17].nic.mac1609_4,TotalLostPackets,0.0,0.0
EmergencyLaneScenario.node[17].nic.mac1609_4,NumInternalContention,0.0,0.0
EmergencyLaneScenario.node[2].nic.mac1609_4,ReceivedBroadcasts,562.5,795.495128835
EmergencyLaneScenario.node[13].appl,generatedBSMs,48.0,0.0
EmergencyLaneScenario.node[28].nic.mac1609_4,sentAcks:count,0.0,0.0
EmergencyLaneScenario.node[27].appl,receivedWSMs,0.0,0.0
EmergencyLaneScenario.node[26].nic.mac1609_4,TimesIntoBackoff,47.0,0.0
EmergencyLaneScenario.node[7].nic.mac1609_4,TimesIntoBackoff,15.5,21.9203102168
EmergencyLaneScenario.node[22].appl,receivedWSMs,0.0,0.0
EmergencyLaneScenario.node[23].veinsmobility,stopTime,49.2,0.0
EmergencyLaneScenario.node[26].appl,emergencyMessagesReceived,0.0,0.0
EmergencyLaneScenario.node[8].appl,receivedWSAs,0.0,0.0
EmergencyLaneScenario.node[15].nic.mac1609_4,SentPackets,28.0,0.0
EmergencyLaneScenario.rsu[0].nic.mac1609_4,SlotsBackoff,0.0,0.0
EmergencyLaneScenario.node[21].nic.mac1609_4,sentAcks:count,0.0,0.0
EmergencyLaneScenario.node[29].appl,generatedBSMs,22.0,0.0
EmergencyLaneScenario.node[33].appl,receivedWSAs,0.0,0.0
EmergencyLaneScenario.node[17].appl,receivedWSMs,0.0,0.0
EmergencyLaneScenario.node[11].veinsmobility,totalCO2Emission,156.986488862,0.0
EmergencyLaneScenario.node[31].appl,generatedWSAs,0.0,0.0
EmergencyLaneScenario.node[10].nic.mac1609_4,SentPackets,43.0,0.0
EmergencyLaneScenario.node[5].nic.phy80211p,busyTime,0.000956310160428,0.00135242679871
EmergencyLaneScenario.node[25].veinsmobility,startTime,31.2,0.0
EmergencyLaneScenario.node[21].appl,emergencyMessagesReceived,0.0,0.0
EmergencyLaneScenario.node[30].veinsmobility,totalCO2Emission,152.920863793,0.0
EmergencyLaneScenario.node[25].nic.phy80211p,busyTime,0.002705,0.0
EmergencyLaneScenario.node[9].appl,receivedBSMs,318.0,449.719912835
EmergencyLaneScenario.node[30].veinsmobility,totalDistance,538.355338473,0.0
EmergencyLaneScenario.node[20].veinsmobility,maxSpeed,13.7005652464,0.0
EmergencyLaneScenario.node[23].nic.mac1609_4,TotalLostPackets,0.0,0.0
EmergencyLaneScenario.node[34].nic.mac1609_4,DroppedPacketsInMac,0.0,0.0
EmergencyLaneScenario.node[34].appl,receivedWSMs,0.0,0.0
EmergencyLaneScenario.node[10].nic.mac1609_4,retriesExceeded:count,0.0,0.0
EmergencyLaneScenario.node[17].veinsmobility,stopTime,40.8,0.0
EmergencyLaneScenario.node[16].appl,emergencyMessagesReceived,0.0,0.0
EmergencyLaneScenario.node[15].nic.mac1609_4,ReceivedUnicastPackets,0.0,0.0
EmergencyLaneScenario.node[13].nic.mac1609_4,NumInternalContention,0.0,0.0
EmergencyLaneScenario.node[18].nic.phy80211p,busyTime,0.00253402985075,0.0
EmergencyLaneScenario.node[13].nic.mac1609_4,TotalLostPackets,1.0,0.0
EmergencyLaneScenario.node[30].veinsmobility,minSpeed,0.912063082953,0.0
EmergencyLaneScenario.node[22].veinsmobility,startTime,27.2,0.0
EmergencyLaneScenario.rsu[0].nic.mac1609_4,ReceivedUnicastPackets,0.0,0.0
EmergencyLaneScenario.node[26].nic.mac1609_4,SNIRLostPackets,9.0,0.0
EmergencyLaneScenario.node[31].nic.mac1609_4,NumInternalContention,0.0,0.0
EmergencyLaneScenario.rsu[0].nic.mac1609_4,collisions:count,0.0,0.0
EmergencyLaneScenario.node[20].nic.phy80211p,busyTime,0.00253270588235,0.0
EmergencyLaneScenario.node[3].nic.mac1609_4,sentAcks:count,0.0,0.0
EmergencyLaneScenario.node[11].nic.mac1609_4,sentPackets:count,59.0,0.0
EmergencyLaneScenario.rsu[1].appl,receivedWSAs,0.0,0.0
EmergencyLaneScenario.node[3].appl,receivedWSAs,0.0,0.0
EmergencyLaneScenario.node[4].nic.mac1609_4,TotalLostPackets,4.5,6.36396103068
EmergencyLaneScenario.node[28].nic.mac1609_4,totalBusyTime,0.094792,0.0
EmergencyLaneScenario.node[9].appl,avgResponseTime,67.9999182677,0.0
EmergencyLaneScenario.node[13].veinsmobility,totalTime,47.2,0.0
EmergencyLaneScenario.node[1].veinsmobility,startTime,1.65,0.636396103068
EmergencyLaneScenario.rsu[1].nic.mac1609_4,SNIRLostPackets,0.0,0.0
EmergencyLaneScenario.node[23].appl,receivedWSAs,0.0,0.0
EmergencyLaneScenario.node[6].nic.mac1609_4,sentPackets:count,26.0,36.7695526217
EmergencyLaneScenario.node[22].appl,generatedWSAs,0.0,0.0
EmergencyLaneScenario.node[0].nic.mac1609_4,SNIRLostPackets,0.0,0.0
EmergencyLaneScenario.node[13].appl,generatedWSAs,0.0,0.0
EmergencyLaneScenario.node[7].appl,generatedBSMs,15.5,21.9203102168
EmergencyLaneScenario.rsu[0].appl,passengerVehicles,1559.0,0.0
EmergencyLaneScenario.node[1].veinsmobility,stopTime,35.9,18.8090403796
EmergencyLaneScenario.node[5].nic.mac1609_4,collisions:count,0.0,0.0
EmergencyLaneScenario.node[3].appl,generatedBSMs,32.5,45.9619407771
EmergencyLaneScenario.node[6].nic.mac1609_4,NumInternalContention,0.0,0.0
EmergencyLaneScenario.node[29].nic.mac1609_4,TotalLostPackets,0.0,0.0
EmergencyLaneScenario.node[24].veinsmobility,stopTime,36.8,0.0
EmergencyLaneScenario.node[32].veinsmobility,stopTime,77.6,0.0
EmergencyLaneScenario.node[5].veinsmobility,totalDistance,281.924486412,214.366616549
EmergencyLaneScenario.node[17].nic.mac1609_4,retriesExceeded:count,0.0,0.0
EmergencyLaneScenario.node[23].nic.mac1609_4,TimesIntoBackoff,21.0,0.0
EmergencyLaneScenario.node[3].nic.mac1609_4,DroppedPacketsInMac,0.0,0.0
EmergencyLaneScenario.node[8].nic.mac1609_4,SentAcknowledgements,0.0,0.0
EmergencyLaneScenario.node[22].nic.mac1609_4,SentPackets,31.0,0.0
EmergencyLaneScenario.node[18].appl,generatedBSMs,27.0,0.0
EmergencyLaneScenario.node[8].nic.mac1609_4,DroppedPacketsInMac,0.0,0.0
EmergencyLaneScenario.node[16].nic.mac1609_4,TotalLostPackets,0.0,0.0
EmergencyLaneScenario.node[0].nic.mac1609_4,sentAcks:count,0.0,0.0
EmergencyLaneScenario.node[12].appl,receivedWSMs,11.0,0.0
EmergencyLaneScenario.node[9].nic.mac1609_4,sentPackets:count,16.0,22.627416998
EmergencyLaneScenario.node[12].appl,laneChangesPerformed,0.0,0.0
EmergencyLaneScenario.node[22].nic.mac1609_4,NumInternalContention,0.0,0.0
EmergencyLaneScenario.node[33].nic.phy80211p,busyTime,0.00232470588235,0.0
EmergencyLaneScenario.node[34].veinsmobility,stopTime,82.0,0.0
EmergencyLaneScenario.node[11].veinsmobility,totalDistance,373.878369601,0.0
EmergencyLaneScenario.node[30].nic.mac1609_4,NumInternalContention,0.0,0.0
EmergencyLaneScenario.node[28].nic.mac1609_4,DroppedPacketsInMac,0.0,0.0
EmergencyLaneScenario.node[15].appl,emergencyMessagesReceived,1.0,0.0
EmergencyLaneScenario.node[33].nic.mac1609_4,TimesIntoBackoff,14.0,0.0
EmergencyLaneScenario.node[9].nic.mac1609_4,collisions:count,0.0,0.0
EmergencyLaneScenario.node[23].nic.phy80211p,busyTime,0.002685,0.0
EmergencyLaneScenario.node[27].nic.mac1609_4,TooLittleTime,0.0,0.0
EmergencyLaneScenario.node[14].nic.mac1609_4,channelBusy:timeavg,0.00227919776119,0.0
EmergencyLaneScenario.node[17].veinsmobility,minSpeed,0.0,0.0
EmergencyLaneScenario.node[17].nic.mac1609_4,channelBusy:timeavg,0.00246538043478,0.0
EmergencyLaneScenario.node[27].appl,generatedWSAs,0.0,0.0
EmergencyLaneScenario.node[18].appl,laneChangesPerformed,0.0,0.0
EmergencyLaneScenario.node[1].nic.mac1609_4,ReceivedBroadcasts,432.5,611.647365726
EmergencyLaneScenario.rsu[1].nic.mac1609_4,NumInternalContention,0.0,0.0
EmergencyLaneScenario.node[11].appl,generatedWSAs,0.0,0.0
EmergencyLaneScenario.node[2].nic.mac1609_4,retriesExceeded:count,0.0,0.0
EmergencyLaneScenario.node[22].nic.mac1609_4,RetriesExceeded,0.0,0.0
EmergencyLaneScenario.node[1].appl,avgResponseTime,410.000025404,0.0
EmergencyLaneScenario.node[4].appl,receivedWSAs,0.0,0.0
EmergencyLaneScenario.node[24].nic.mac1609_4,totalBusyTime,0.017167,0.0
EmergencyLaneScenario.node[10].nic.mac1609_4,TotalLostPackets,0.0,0.0
EmergencyLaneScenario.node[7].veinsmobility,totalDistance,81.8626774816,45.0323081535
EmergencyLaneScenario.node[28].nic.mac1609_4,TooLittleTime,0.0,0.0
EmergencyLaneScenario.node[25].nic.mac1609_4,TooLittleTime,0.0,0.0
EmergencyLaneScenario.node[23].appl,generatedBSMs,21.0,0.0
EmergencyLaneScenario.node[32].veinsmobility,totalTime,34.0,0.0
EmergencyLaneScenario.node[13].veinsmobility,stopTime,64.8,0.0
EmergencyLaneScenario.node[3].nic.mac1609_4,collisions:count,0.0,0.0
EmergencyLaneScenario.node[25].nic.mac1609_4,SentAcknowledgements,0.0,0.0
EmergencyLaneScenario.node[30].nic.mac1609_4,ReceivedUnicastPackets,0.0,0.0
EmergencyLaneScenario.node[31].nic.mac1609_4,TimesIntoBackoff,44.0,0.0
EmergencyLaneScenario.node[24].appl,emergencyMessagesReceived,0.0,0.0
EmergencyLaneScenario.node[26].nic.mac1609_4,NumInternalContention,0.0,0.0
EmergencyLaneScenario.node[6].nic.mac1609_4,collisions:count,0.0,0.0
EmergencyLaneScenario.node[26].nic.mac1609_4,TotalLostPackets,9.0,0.0
EmergencyLaneScenario.node[9].nic.mac1609_4,SlotsBackoff,22.5,31.8198051534
EmergencyLaneScenario.node[25].appl,receivedWSMs,0.0,0.0
EmergencyLaneScenario.node[34].appl,generatedWSAs,0.0,0.0
EmergencyLaneScenario.node[4].appl,generatedBSMs,50.5,71.4177848998
EmergencyLaneScenario.node[15].appl,avgResponseTime,1.50000368936,0.0
EmergencyLaneScenario.node[28].nic.mac1609_4,channelBusy:timeavg,0.00195851239669,0.0
EmergencyLaneScenario.node[2].nic.mac1609_4,SNIRLostPackets,0.0,0.0
EmergencyLaneScenario.node[5].nic.mac1609_4,ReceivedUnicastPackets,0.0,0.0
EmergencyLaneScenario.node[9].nic.mac1609_4,channelBusy:timeavg,0.00116544303797,0.00164818535048
EmergencyLaneScenario.node[0].appl,generatedWSMs,21.5,30.405591591
EmergencyLaneScenario.node[18].nic.mac1609_4,retriesExceeded:count,0.0,0.0
EmergencyLaneScenario.node[10].nic.mac1609_4,ReceivedBroadcasts,967.0,0.0
EmergencyLaneScenario.node[32].nic.mac1609_4,sentPackets:count,34.0,0.0
EmergencyLaneScenario.node[19].nic.mac1609_4,ReceivedUnicastPackets,0.0,0.0
EmergencyLaneScenario.node[26].nic.phy80211p,busyTime,0.00203517241379,0.0
EmergencyLaneScenario.node[32].nic.mac1609_4,TimesIntoBackoff,34.0,0.0
EmergencyLaneScenario.rsu[1].appl,receivedBSMs,0.0,0.0
EmergencyLaneScenario.node[27].appl,laneChangesPerformed,0.0,0.0
EmergencyLaneScenario.node[14].nic.mac1609_4,TimesIntoBackoff,53.0,0.0
EmergencyLaneScenario.node[1].nic.phy80211p,busyTime,0.00099175,0.00140254630048
EmergencyLaneScenario.node[27].veinsmobility,minSpeed,0.919861793922,0.0
EmergencyLaneScenario.node[17].veinsmobility,startTime,22.4,0.0
EmergencyLaneScenario.node[15].veinsmobility,totalTime,27.6,0.0
EmergencyLaneScenario.node[4].appl,laneChangesPerformed,0.0,0.0
EmergencyLaneScenario.node[16].nic.mac1609_4,RXTXLostPackets,0.0,0.0
EmergencyLaneScenario.node[24].appl,generatedWSAs,0.0,0.0
EmergencyLaneScenario.node[10].veinsmobility,totalCO2Emission,159.281058265,0.0
EmergencyLaneScenario.node[29].nic.mac1609_4,retriesExceeded:count,0.0,0.0
EmergencyLaneScenario.node[31].nic.phy80211p,busyTime,0.00169119266055,0.0
EmergencyLaneScenario.rsu[1].nic.mac1609_4,SentAcknowledgements,0.0,0.0
EmergencyLaneScenario.node[18].veinsmobility,maxSpeed,13.9758765584,0.0
EmergencyLaneScenario.node[32].appl,receivedWSMs,0.0,0.0
EmergencyLaneScenario.node[0].appl,emergencyMessagesReceived,0.0,0.0
EmergencyLaneScenario.node[17].nic.mac1609_4,SNIRLostPackets,0.0,0.0
EmergencyLaneScenario.node[13].nic.phy80211p,busyTime,0.00230739495798,0.0
EmergencyLaneScenario.node[22].nic.mac1609_4,DroppedPacketsInMac,0.0,0.0
EmergencyLaneScenario.node[11].nic.phy80211p,busyTime,0.00211140939597,0.0
EmergencyLaneScenario.rsu[0].appl,emergencyVehiclesDetected,0.0,0.0
EmergencyLaneScenario.rsu[0].appl,totalRevenue,3897.5,0.0
EmergencyLaneScenario.node[29].veinsmobility,minSpeed,1.32315745476,0.0
EmergencyLaneScenario.node[8].nic.mac1609_4,NumInternalContention,0.0,0.0
EmergencyLaneScenario.node[11].veinsmobility,maxSpeed,15.6240304349,0.0
EmergencyLaneScenario.node[17].veinsmobility,totalDistance,51.7931052312,0.0
EmergencyLaneScenario.node[15].nic.mac1609_4,SentAcknowledgements,0.0,0.0
EmergencyLaneScenario.node[15].veinsmobility,startTime,20.4,0.0
EmergencyLaneScenario.node[33].nic.mac1609_4,collisions:count,0.0,0.0
EmergencyLaneScenario.node[0].nic.mac1609_4,RetriesExceeded,0.0,0.0
EmergencyLaneScenario.node[21].nic.mac1609_4,SentAcknowledgements,0.0,0.0
EmergencyLaneScenario.node[23].nic.mac1609_4,RXTXLostPackets,0.0,0.0
EmergencyLaneScenario.node[26].appl,generatedWSAs,0.0,0.0
EmergencyLaneScenario.rsu[1].nic.mac1609_4,retriesExceeded:count,0.0,0.0
EmergencyLaneScenario.node[28].veinsmobility,stopTime,84.8,0.0
EmergencyLaneScenario.node[13].appl,receivedBSMs,1035.0,0.0
EmergencyLaneScenario.node[33].appl,receivedBSMs,304.0,0.0
EmergencyLaneScenario.node[7].appl,receivedBSMs,256.5,362.745778749
EmergencyLaneScenario.node[0].veinsmobility,totalTime,21.6,1.1313708499
EmergencyLaneScenario.node[33].nic.mac1609_4,DroppedPacketsInMac,0.0,0.0
EmergencyLaneScenario.node[0].appl,receivedWSAs,0.0,0.0
EmergencyLaneScenario.node[23].nic.mac1609_4,SlotsBackoff,32.0,0.0
EmergencyLaneScenario.node[18].nic.mac1609_4,SentAcknowledgements,0.0,0.0
EmergencyLaneScenario.node[7].nic.mac1609_4,totalBusyTime,0.0316675,0.0447846079864
EmergencyLaneScenario.node[0].nic.mac1609_4,SlotsBackoff,52.5,74.2462120246
EmergencyLaneScenario.node[27].nic.mac1609_4,SentPackets,96.0,0.0
EmergencyLaneScenario.node[25].nic.mac1609_4,sentPackets:count,21.0,0.0
EmergencyLaneScenario.node[6].nic.mac1609_4,TooLittleTime,0.0,0.0
EmergencyLaneScenario.node[19].appl,emergencyMessagesReceived,0.0,0.0
EmergencyLaneScenario.node[13].nic.mac1609_4,sentAcks:count,0.0,0.0
EmergencyLaneScenario.node[7].nic.mac1609_4,RetriesExceeded,0.0,0.0
EmergencyLaneScenario.node[20].nic.mac1609_4,sentAcks:count,0.0,0.0
EmergencyLaneScenario.node[33].veinsmobility,minSpeed,1.00911972975,0.0
EmergencyLaneScenario.node[8].nic.mac1609_4,TimesIntoBackoff,26.5,37.4766594029
EmergencyLaneScenario.node[20].nic.mac1609_4,ReceivedUnicastPackets,0.0,0.0
EmergencyLaneScenario.node[1].appl,receivedBSMs,412.0,582.655987698
EmergencyLaneScenario.node[25].veinsmobility,stopTime,52.0,0.0
EmergencyLaneScenario.node[4].appl,generatedWSMs,0.0,0.0
EmergencyLaneScenario.node[31].nic.mac1609_4,SentPackets,44.0,0.0
EmergencyLaneScenario.node[24].nic.mac1609_4,SentPackets,7.0,0.0
EmergencyLaneScenario.node[18].nic.mac1609_4,SNIRLostPackets,0.0,0.0
EmergencyLaneScenario.node[6].veinsmobility,maxSpeed,16.952561284,5.60202365012
EmergencyLaneScenario.node[4].nic.mac1609_4,TooLittleTime,0.0,0.0
EmergencyLaneScenario.node[26].nic.mac1609_4,channelBusy:timeavg,0.00214153017241,0.0
EmergencyLaneScenario.node[11].veinsmobility,minSpeed,0.0,0.0
EmergencyLaneScenario.node[15].nic.mac1609_4,TooLittleTime,0.0,0.0
EmergencyLaneScenario.node[17].nic.mac1609_4,SentAcknowledgements,0.0,0.0
EmergencyLaneScenario.node[23].appl,receivedBSMs,537.0,0.0
EmergencyLaneScenario.rsu[0].appl,revenuePerVehicle,2.5,0.0
EmergencyLaneScenario.node[17].nic.mac1609_4,totalBusyTime,0.045363,0.0
EmergencyLaneScenario.node[14].nic.mac1609_4,SlotsBackoff,59.0,0.0
EmergencyLaneScenario.node[12].nic.mac1609_4,TimesIntoBackoff,38.0,0.0
EmergencyLaneScenario.node[34].veinsmobility,totalDistance,200.853020303,0.0
EmergencyLaneScenario.node[20].nic.mac1609_4,ReceivedBroadcasts,828.0,0.0
EmergencyLaneScenario.node[1].nic.mac1609_4,TooLittleTime,0.0,0.0
EmergencyLaneScenario.node[20].nic.mac1609_4,SentAcknowledgements,0.0,0.0
EmergencyLaneScenario.node[8].appl,receivedWSMs,10.5,14.8492424049
EmergencyLaneScenario.node[30].nic.mac1609_4,SentAcknowledgements,0.0,0.0
EmergencyLaneScenario.node[4].veinsmobility,totalCO2Emission,130.145763515,137.458443293
EmergencyLaneScenario.node[9].veinsmobility,minSpeed,5.0,7.07106781187
EmergencyLaneScenario.node[34].nic.mac1609_4,NumInternalContention,0.0,0.0
EmergencyLaneScenario.node[32].appl,receivedWSAs,0.0,0.0
EmergencyLaneScenario.node[32].nic.mac1609_4,totalBusyTime,0.06909,0.0
EmergencyLaneScenario.node[25].veinsmobility,totalDistance,171.152236739,0.0
EmergencyLaneScenario.node[28].nic.mac1609_4,RetriesExceeded,0.0,0.0
EmergencyLaneScenario.node[4].veinsmobility,totalDistance,309.011086672,236.870545577
EmergencyLaneScenario.node[14].nic.mac1609_4,totalBusyTime,0.122165,0.0
EmergencyLaneScenario.node[4].nic.mac1609_4,retriesExceeded:count,0.0,0.0
EmergencyLaneScenario.node[16].appl,generatedWSAs,0.0,0.0
EmergencyLaneScenario.node[21].nic.mac1609_4,SentPackets,90.0,0.0
EmergencyLaneScenario.rsu[1].appl,generatedWSAs,0.0,0.0
EmergencyLaneScenario.node[9].appl,laneChangesPerformed,0.0,0.0
EmergencyLaneScenario.node[16].nic.mac1609_4,sentAcks:count,0.0,0.0
EmergencyLaneScenario.node[22].nic.mac1609_4,ReceivedUnicastPackets,0.0,0.0
EmergencyLaneScenario.node[12].nic.mac1609_4,retriesExceeded:count,0.0,0.0
EmergencyLaneScenario.node[19].appl,generatedBSMs,102.0,0.0
EmergencyLaneScenario.node[21].nic.mac1609_4,RetriesExceeded,0.0,0.0
EmergencyLaneScenario.node[16].nic.mac1609_4,DroppedPacketsInMac,0.0,0.0
EmergencyLaneScenario.node[25].nic.mac1609_4,SNIRLostPackets,0.0,0.0
EmergencyLaneScenario.node[13].veinsmobility,totalCO2Emission,94.398313812,0.0
EmergencyLaneScenario.node[16].nic.mac1609_4,TimesIntoBackoff,30.0,0.0
EmergencyLaneScenario.node[16].veinsmobility,stopTime,52.0,0.0
EmergencyLaneScenario.rsu[0].nic.mac1609_4,sentAcks:count,0.0,0.0
EmergencyLaneScenario.node[8].appl,laneChangesPerformed,0.0,0.0
EmergencyLaneScenario.node[13].appl,emergencyMessagesReceived,1.0,0.0
EmergencyLaneScenario.node[21].veinsmobility,startTime,26.4,0.0
EmergencyLaneScenario.node[5].veinsmobility,minSpeed,5.0,7.07106781187
EmergencyLaneScenario.node[9].nic.mac1609_4,SNIRLostPackets,1.0,1.41421356237
EmergencyLaneScenario.node[30].nic.mac1609_4,retriesExceeded:count,0.0,0.0
EmergencyLaneScenario.node[27].veinsmobility,startTime,35.2,0.0
EmergencyLaneScenario.node[26].nic.mac1609_4,TooLittleTime,0.0,0.0
EmergencyLaneScenario.node[9].nic.phy80211p,busyTime,0.00111227848101,0.00157299931298
EmergencyLaneScenario.node[1].nic.mac1609_4,SentPackets,24.0,33.941125497
EmergencyLaneScenario.node[9].appl,receivedWSMs,8.5,12.0208152802
EmergencyLaneScenario.node[29].nic.phy80211p,busyTime,0.00255745454545,0.0
EmergencyLaneScenario.node[24].nic.mac1609_4,SentAcknowledgements,0.0,0.0
EmergencyLaneScenario.node[16].appl,generatedBSMs,30.0,0.0
EmergencyLaneScenario.node[17].nic.mac1609_4,TooLittleTime,0.0,0.0
EmergencyLaneScenario.node[2].veinsmobility,stopTime,41.9,27.2943217538
EmergencyLaneScenario.node[33].veinsmobility,stopTime,61.6,0.0
EmergencyLaneScenario.node[3].appl,generatedWSMs,0.0,0.0
EmergencyLaneScenario.node[13].appl,generatedWSMs,0.0,0.0
EmergencyLaneScenario.node[24].veinsmobility,totalDistance,40.9364220651,0.0
EmergencyLaneScenario.node[16].veinsmobility,totalCO2Emission,54.4987493181,0.0
